fid,סמל ועדה,שם ועדה,סמל ישוב בחירות,שם ישוב בחירות,סמל קלפי,סמל רכוז,כתובת קלפי,מקום קלפי,נגישה,נגישה מיוחדת,בוחרי כנסת בפועל
"1941","11",פתח תקווה,"7900",פתח תקווה,81.4,"143","שפירא הרמן צבי,46 ",מרכז קהילתי המרכז, , ,"634"
"1942","11",פתח תקווה,"7900",פתח תקווה,81.5,"143","שפירא הרמן צבי,46 ",מרכז קהילתי המרכז, , ,"631"
"1943","11",פתח תקווה,"7900",פתח תקווה,85,"95","ילין אבינועם,10 ",בית מזלי, , ,"608"
"1944","11",פתח תקווה,"7900",פתח תקווה,95,"29","אנדרסן,8 ",בית חינוך אפיק, , ,"631"
"1945","11",פתח תקווה,"7900",פתח תקווה,96,"68","קפלן אליעזר,42 ",נעמת טכנולוגי,כ,כ,"417"
"1946","11",פתח תקווה,"7900",פתח תקווה,97,"68","קפלן אליעזר,42 ",נעמת טכנולוגי,כ, ,"549"
"1947","11",פתח תקווה,"7900",פתח תקווה,98,"29","אנדרסן,8 ",בית חינוך אפיק, , ,"628"
"1948","11",פתח תקווה,"7900",פתח תקווה,99,"29","אנדרסן,8 ",בית חינוך אפיק, , ,"677"
"1949","11",פתח תקווה,"7900",פתח תקווה,111,"29","אנדרסן,8 ",בית חינוך אפיק, , ,"591"
"1950","11",פתח תקווה,"7900",פתח תקווה,113,"36","סלומון,12 ",מרכז קהילתי תורני, , ,"746"
"1951","11",פתח תקווה,"7900",פתח תקווה,115,"36","סלומון,12 ",מרכז קהילתי תורני, , ,"681"
"1952","11",פתח תקווה,"7900",פתח תקווה,123,"68","קפלן אליעזר,42 ",נעמת טכנולוגי,כ, ,"516"
"1953","11",פתח תקווה,"7900",פתח תקווה,145,"96","סמילנסקי,4 ",מועדון גמלאים,כ, ,"606"
"1954","11",פתח תקווה,"7900",פתח תקווה,162,"134","הרב קוק,33 ",גן יסעור, , ,"565"
"1955","11",פתח תקווה,"7900",פתח תקווה,173,"36","סלומון,12 ",מרכז קהילתי תורני, , ,"704"
"1956","11",פתח תקווה,"7900",פתח תקווה,188,"116","פפר יוסף,20 ",מרכז פיס לגיל הזהב,כ, ,"588"
"1957","11",פתח תקווה,"7900",פתח תקווה,189,"116","פפר יוסף,20 ",מרכז פיס לגיל הזהב,כ,כ,"584"
"1958","11",פתח תקווה,"7900",פתח תקווה,191.1,"52","בס זליג,17 ",אולפנית ישורון בנות,כ,כ,"652"
"1959","11",פתח תקווה,"7900",פתח תקווה,191.2,"52","בס זליג,17 ",אולפנית ישורון בנות, , ,"652"
"1960","11",פתח תקווה,"7900",פתח תקווה,191.3,"52","בס זליג,17 ",אולפנית ישורון בנות, , ,"652"
"1961","11",פתח תקווה,"7900",פתח תקווה,191.4,"52","בס זליג,17 ",אולפנית ישורון בנות, , ,"652"
"1962","11",פתח תקווה,"7900",פתח תקווה,191.5,"52","בס זליג,17 ",אולפנית ישורון בנות, , ,"651"
"1963","11",פתח תקווה,"7900",פתח תקווה,209.1,"85","זכרון יעקב,52 ",תיכון אחד העם, , ,"621"
"1964","11",פתח תקווה,"7900",פתח תקווה,222,"133","הרב קוק,33 ",גן איה, , ,"535"
"1965","11",פתח תקווה,"7900",פתח תקווה,225.1,"54","אמסטרדם,16 ",רב תחומי פתח תקווה ב',כ,כ,"583"
"1966","11",פתח תקווה,"7900",פתח תקווה,225.2,"54","אמסטרדם,16 ",רב תחומי פתח תקווה ב',כ, ,"583"
"1967","11",פתח תקווה,"7900",פתח תקווה,225.3,"54","אמסטרדם,16 ",רב תחומי פתח תקווה ב',כ, ,"583"
"1968","11",פתח תקווה,"7900",פתח תקווה,225.4,"54","אמסטרדם,16 ",רב תחומי פתח תקווה ב', , ,"583"
"1969","11",פתח תקווה,"7900",פתח תקווה,225.5,"54","אמסטרדם,16 ",רב תחומי פתח תקווה ב', , ,"579"
"1970","11",פתח תקווה,"7900",פתח תקווה,240.1,"94","שטמפפר יהושע,90 ",בית דני,כ,כ,"490"
"1971","11",פתח תקווה,"7900",פתח תקווה,240.2,"94","שטמפפר יהושע,90 ",בית דני,כ, ,"490"
"1972","11",פתח תקווה,"7900",פתח תקווה,240.3,"94","שטמפפר יהושע,90 ",בית דני, , ,"488"
"1973","11",פתח תקווה,"7900",פתח תקווה,260,"144","יחיעם,11 ",גן מישור וגן פרדס,כ,כ,"574"
"1974","11",פתח תקווה,"7900",פתח תקווה,292.1,"138","האחים בכר,3 ",תיכון יצחק שמיר,כ,כ,"692"
"1975","11",פתח תקווה,"7900",פתח תקווה,292.2,"138","האחים בכר,3 ",תיכון יצחק שמיר,כ, ,"691"
"1976","11",פתח תקווה,"7900",פתח תקווה,306,"139","האחים בכר,3 ",חטיבת יצחק שמיר,כ,כ,"618"
"1977","11",פתח תקווה,"7900",פתח תקווה,309.1,"113","מנחת שלמה,1 ",בית ספר בית יעקב,כ,כ,"677"
"1978","11",פתח תקווה,"7900",פתח תקווה,309.2,"113","מנחת שלמה,1 ",בית ספר בית יעקב,כ, ,"677"
"1979","11",פתח תקווה,"7900",פתח תקווה,309.3,"113","מנחת שלמה,1 ",בית ספר בית יעקב, , ,"677"
"1980","11",פתח תקווה,"7900",פתח תקווה,309.4,"113","מנחת שלמה,1 ",בית ספר בית יעקב, , ,"677"
"1981","11",פתח תקווה,"7900",פתח תקווה,309.5,"113","מנחת שלמה,1 ",בית ספר בית יעקב, , ,"677"
"1982","11",פתח תקווה,"7900",פתח תקווה,309.6,"113","מנחת שלמה,1 ",בית ספר בית יעקב, , ,"677"
"1983","11",פתח תקווה,"7900",פתח תקווה,309.7,"113","מנחת שלמה,1 ",בית ספר בית יעקב, , ,"671"
"1984","11",פתח תקווה,"2640",ראש העין,2,"57","דוד המלך,19 ",מועדון נוער אביב, , ,"546"
"1985","11",פתח תקווה,"2640",ראש העין,5.1,"8","שילה,21 ",עיריית ראש העין,כ,כ,"624"
"1986","11",פתח תקווה,"2640",ראש העין,5.2,"8","שילה,21 ",עיריית ראש העין,כ, ,"624"
"1987","11",פתח תקווה,"2640",ראש העין,6,"33","המתמיד,23 ",מועדון גיל הזהב, , ,"531"
"1988","11",פתח תקווה,"2640",ראש העין,9,"69","החמישה,51 ",אולפנת זבולון,כ, ,"626"
"1989","11",פתח תקווה,"2640",ראש העין,13.1,"56","זכריה משה,7 ",סימפוניה- קונסרבטוריון עירוני,כ,כ,"675"
"1990","11",פתח תקווה,"2640",ראש העין,13.2,"56","זכריה משה,7 ",סימפוניה- קונסרבטוריון עירוני,כ, ,"675"
"1991","11",פתח תקווה,"2640",ראש העין,13.3,"56","זכריה משה,7 ",סימפוניה- קונסרבטוריון עירוני, , ,"675"
"1992","11",פתח תקווה,"2640",ראש העין,15,"77","ג'ון קנדי,34 ",גן עפרוני, , ,"576"
"1993","11",פתח תקווה,"2640",ראש העין,16,"57","דוד המלך,19 ",מועדון נוער אביב, , ,"639"
"1994","11",פתח תקווה,"2640",ראש העין,20,"65","הדרור,33 ",גן ליצ'י, , ,"492"
"1995","11",פתח תקווה,"2640",ראש העין,21,"2","כרמל,59 ",גן ילדים יערה,כ,כ,"682"
"1996","11",פתח תקווה,"2640",ראש העין,22,"66","ברקן,58 ",גן ילדים רותם, , ,"563"
"1997","11",פתח תקווה,"2640",ראש העין,24,"60","דרגות,9 ",מקלט ג'ודוקא, , ,"496"
"1998","11",פתח תקווה,"2640",ראש העין,26,"49","מבצע דני,1 ",מתנס לב אפק (גיל הרך),כ,כ,"451"
"1999","11",פתח תקווה,"2640",ראש העין,27,"49","מבצע דני,1 ",מתנס לב אפק (גיל הרך), , ,"499"
"2000","11",פתח תקווה,"2640",ראש העין,28,"47","קתרוס,37 ",מועדון גיל הזהב קתרוס, , ,"576"
"2001","11",פתח תקווה,"2640",ראש העין,30,"47","קתרוס,37 ",מועדון גיל הזהב קתרוס,כ,כ,"544"
"2002","11",פתח תקווה,"2640",ראש העין,34,"47","קתרוס,37 ",מועדון גיל הזהב קתרוס, , ,"634"
"2003","11",פתח תקווה,"2640",ראש העין,35,"50","סמדר,12 ",בית המתנדב,כ,כ,"729"
"2004","11",פתח תקווה,"2640",ראש העין,37,"33","המתמיד,23 ",מועדון גיל הזהב, , ,"548"
"2005","11",פתח תקווה,"2640",ראש העין,39,"33","המתמיד,23 ",מועדון גיל הזהב,כ,כ,"556"
"2006","11",פתח תקווה,"2640",ראש העין,41,"78","ג'ון קנדי,34 ",מרכז אביבית, , ,"617"
"2007","11",פתח תקווה,"2640",ראש העין,42,"64","חרמון,34 ",גן סביון, , ,"511"
"2008","11",פתח תקווה,"2640",ראש העין,43,"61","אילנות,56 ",מקלט בסיס הדרכה, , ,"499"
"2009","11",פתח תקווה,"2640",ראש העין,49,"69","החמישה,51 ",אולפנת זבולון,כ,כ,"593"
"2010","11",פתח תקווה,"2640",ראש העין,54,"70","שבזי,157 ",ביס ממלכתי אשכול,כ,כ,"566"
"2011","11",פתח תקווה,"2640",ראש העין,57,"85",מרים הנביאה,גן שמים, , ,"492"
"2012","11",פתח תקווה,"2640",ראש העין,62.1,"26","כינור,28 ",גן שמש, , ,"652"
"2013","11",פתח תקווה,"2640",ראש העין,62.2,"82","כינור,28 ",גן כרכום, , ,"652"
"2014","11",פתח תקווה,"2640",ראש העין,68,"70","שבזי,157 ",ביס ממלכתי אשכול, , ,"638"
"2015","11",פתח תקווה,"2640",ראש העין,73,"75","נחשול,13 ",גן ניצבא, , ,"657"
"2016","11",פתח תקווה,"2640",ראש העין,78,"84",מרים הנביאה,גן שבתאי, , ,"340"
"2017","11",פתח תקווה,"2640",ראש העין,80,"75","נחשול,13 ",גן ניצבא, , ,"548"
"2018","11",פתח תקווה,"2640",ראש העין,81,"86",מרים הנביאה,גן כוכב, , ,"719"
"2019","11",פתח תקווה,"2640",ראש העין,82,"83",מרים הנביאה,גן שביט, , ,"277"
"2020","11",פתח תקווה,"2640",ראש העין,950,"75","נחשול,13 ",גן ניצבא, , ,"615"
"2021","11",פתח תקווה,"616",רינתיה,1,"1",רינתיה,מזכירות חדשה,כ,כ,"692"
"2022","12",רמלה-לוד,"804",אחיסמך,1,"1",אחיסמך,אוהל-אברהם,כ,כ,"521"
"2023","12",רמלה-לוד,"804",אחיסמך,2,"1",אחיסמך,אוהל-אברהם, , ,"369"
"2024","12",רמלה-לוד,"797",אחיעזר,1,"1",אחיעזר,בית תרבות, , ,"632"
"2025","12",רמלה-לוד,"797",אחיעזר,2,"1",אחיעזר,בית תרבות, , ,"592"
"2026","12",רמלה-לוד,"2530",באר יעקב,9.1,"1","הגפן,7 ",תיכון חרדי באר יעקב, , ,"502"
"2027","12",רמלה-לוד,"2530",באר יעקב,9.2,"1","הגפן,7 ",תיכון חרדי באר יעקב, , ,"502"
"2028","12",רמלה-לוד,"2530",באר יעקב,9.3,"1","הגפן,7 ",תיכון חרדי באר יעקב, , ,"501"
"2029","12",רמלה-לוד,"466",בית דגן,3,"3","בגין מנחם,40 ",מרכז קהילתי,כ,כ,"619"
"2030","12",רמלה-לוד,"466",בית דגן,4,"5","בגין מנחם,42 ",מרכז פיס לקשיש, , ,"669"
"2031","12",רמלה-לוד,"466",בית דגן,6,"5","בגין מנחם,42 ",מרכז פיס לקשיש, , ,"683"
"2032","12",רמלה-לוד,"466",בית דגן,8,"8","בגין מנחם,40 ",גן שלדג, , ,"663"
"2033","12",רמלה-לוד,"784",בית נחמיה,1,"2",בית נחמיה,בית העם,כ,כ,"647"
"2034","12",רמלה-לוד,"301",בית עוזיאל,1,"1",בית עוזיאל,המועדון החדש,כ,כ,"479"
"2035","12",רמלה-לוד,"604",בית עריף,1.1,"1",בית עריף,בית תרבות, , ,"387"
"2036","12",רמלה-לוד,"604",בית עריף,1.2,"1",בית עריף,בית תרבות, , ,"386"
"2037","12",רמלה-לוד,"1084",בן שמן (כפר נוער),1,"2","בן שמן (כפר נוער),9999 ",בית ספר יסודי,כ,כ,"245"
"2038","12",רמלה-לוד,"2013",בן שמן (מושב),1,"1",בן שמן (מושב),מזכירות,כ,כ,"610"
"2039","12",רמלה-לוד,"370",גזר,1,"1",גזר,מזכירות, , ,"399"
"2040","12",רמלה-לוד,"863",גינתון,1,"1",גינתון,מזכירות,כ,כ,"646"
"2041","12",רמלה-לוד,"745",גמזו,1,"1",גמזו,מועדון מושב גימזו,כ,כ,"692"
"2042","12",רמלה-לוד,"836",גנות,1,"1",גנות,בית תרבות,כ,כ,"345"
"2043","12",רמלה-לוד,"1103",גני הדר,1,"1",גני הדר,מועדון חברים,כ,כ,"286"
"2044","12",רמלה-לוד,"788",זיתן,1.1,"1",הגפן,מועדון ליד המכולת,כ,כ,"409"
"2045","12",רמלה-לוד,"788",זיתן,1.2,"1",הגפן,מועדון ליד המכולת, , ,"409"
"2046","12",רמלה-לוד,"618",חדיד,1,"2",חדיד,בית העם (החדש),כ,כ,"650"
"2047","12",רמלה-לוד,"160",חולדה,1.1,"1",חולדה,מועדון חבר,כ,כ,"356"
"2048","12",רמלה-לוד,"160",חולדה,1.2,"1",חולדה,מועדון חבר, , ,"356"
"2049","12",רמלה-לוד,"801",חמד,1,"1",חמד,היכל שמואל דן,כ,כ,"614"
"2050","12",רמלה-לוד,"798",יגל,1,"1",יגל,מועדון ותיקים,כ,כ,"631"
"2051","12",רמלה-לוד,"759",יציץ,1,"1",האלון,מועדון תרבות, , ,"579"
"2052","12",רמלה-לוד,"828",ישרש,1.1,"3",ישרש,מועדון,כ,כ,"363"
"2053","12",רמלה-לוד,"828",ישרש,1.2,"3",ישרש,מועדון, , ,"362"
"2054","12",רמלה-לוד,"2010",כפר בן נון,1,"1",כפר בן נון,מועדון,כ,כ,"548"
"2055","12",רמלה-לוד,"707",כפר דניאל,1,"1",כפר דניאל,בית העם,כ,כ,"505"
"2056","12",רמלה-לוד,"673",כפר טרומן,1,"1",כפר טרומן,בית הפיס לקהילה,כ,כ,"586"
"2057","12",רמלה-לוד,"1166",כפר רות,1,"1",כפר רות,מועדון, , ,"190"
"2058","12",רמלה-לוד,"1264",כרמי יוסף,1,"4","כרמי יוסף,1 ",בית הקהילה,כ,כ,"488"
"2059","12",רמלה-לוד,"1264",כרמי יוסף,2,"4","כרמי יוסף,1 ",בית הקהילה,כ, ,"477"
"2060","12",רמלה-לוד,"1264",כרמי יוסף,3,"5","כרמי יוסף,1 ",מועדון נוער, , ,"455"
"2061","12",רמלה-לוד,"7000",לוד,11,"16","כצנלסון,4 ",ישיבה תיכונית אלישיב,כ, ,"381"
"2062","12",רמלה-לוד,"7000",לוד,40,"49",גולן,מתחם גני ילדים, , ,"570"
"2063","12",רמלה-לוד,"7000",לוד,45,"16","כצנלסון,4 ",ישיבה תיכונית אלישיב,כ,כ,"457"
"2064","12",רמלה-לוד,"7000",לוד,47,"27","חטיבת הראל,10 ",גן ילדים סחלב, , ,"448"
"2065","12",רמלה-לוד,"7000",לוד,49,"28","חטיבת הראל,10 ",גן ילדים קשת, , ,"594"
"2066","12",רמלה-לוד,"7000",לוד,57.1,"50","שפירא חיים משה,33 ",תיכון עתיד למדעים, , ,"599"
"2067","12",רמלה-לוד,"7000",לוד,57.2,"50","שפירא חיים משה,33 ",תיכון עתיד למדעים, , ,"599"
"2068","12",רמלה-לוד,"7000",לוד,57.3,"50","שפירא חיים משה,33 ",תיכון עתיד למדעים, , ,"598"
"2069","12",רמלה-לוד,"7000",לוד,62,"49",גולן,מתחם גני ילדים, , ,"565"
"2070","12",רמלה-לוד,"7000",לוד,63,"49",גולן,מתחם גני ילדים, , ,"527"
"2071","12",רמלה-לוד,"7000",לוד,86.1,"35","האיילון,10 ",בית ספר יסודי גני יער,כ,כ,"674"
"2072","12",רמלה-לוד,"7000",לוד,86.2,"35","האיילון,10 ",בית ספר יסודי גני יער,כ, ,"674"
"2073","12",רמלה-לוד,"7000",לוד,86.3,"35","האיילון,10 ",בית ספר יסודי גני יער, , ,"674"
"2074","12",רמלה-לוד,"7000",לוד,86.4,"35","האיילון,10 ",בית ספר יסודי גני יער, , ,"674"
"2075","12",רמלה-לוד,"7000",לוד,86.5,"35","האיילון,10 ",בית ספר יסודי גני יער, , ,"672"
"2076","12",רמלה-לוד,"7000",לוד,91,"16","כצנלסון,4 ",ישיבה תיכונית אלישיב, , ,"393"
"2077","12",רמלה-לוד,"7000",לוד,98.1,"46","הרב אלישיב,9 ",בית יעקב (בנות),כ,כ,"558"
"2078","12",רמלה-לוד,"7000",לוד,98.2,"46","הרב אלישיב,9 ",בית יעקב (בנות), , ,"558"
"2079","12",רמלה-לוד,"7000",לוד,98.3,"46","הרב אלישיב,9 ",בית יעקב (בנות), , ,"557"
"2080","12",רמלה-לוד,"7000",לוד,952.1,"51","הרב עובדיה יוסף,1 ",תלמוד תורה מעוז חיים, , ,"614"
"2081","12",רמלה-לוד,"7000",לוד,952.2,"51","הרב עובדיה יוסף,1 ",תלמוד תורה מעוז חיים, , ,"614"
"2082","12",רמלה-לוד,"7000",לוד,952.3,"51","הרב עובדיה יוסף,1 ",תלמוד תורה מעוז חיים, , ,"612"
"2083","12",רמלה-לוד,"1310",לפיד,1,"2","השקמה,40 ",מועדון פיס,כ,כ,"548"
"2084","12",רמלה-לוד,"1141",מבוא מודיעים,1,"1",מבוא מודיעים,מזכירות, , ,"176"
"2085","12",רמלה-לוד,"3797",מודיעין עילית,2.1,"2","אבני נזר,59 ",בנין אשכולות הפיס קרית ספר,כ,כ,"647"
"2086","12",רמלה-לוד,"3797",מודיעין עילית,2.2,"2","אבני נזר,59 ",בנין אשכולות הפיס קרית ספר,כ,כ,"647"
"2087","12",רמלה-לוד,"3797",מודיעין עילית,2.3,"2","אבני נזר,59 ",בנין אשכולות הפיס קרית ספר, , ,"647"
"2088","12",רמלה-לוד,"3797",מודיעין עילית,2.4,"2","אבני נזר,59 ",בנין אשכולות הפיס קרית ספר, , ,"645"
"2089","12",רמלה-לוד,"3797",מודיעין עילית,3,"11","קצות החושן,7 ",גני פיס,כ,כ,"666"
"2090","12",רמלה-לוד,"3797",מודיעין עילית,8,"20","רבי יהודה הנשיא,24ב",מעלות בת-שבע,כ,כ,"688"
"2091","12",רמלה-לוד,"3797",מודיעין עילית,11,"20","רבי יהודה הנשיא,24ב",מעלות בת-שבע,כ, ,"602"
"2092","12",רמלה-לוד,"3797",מודיעין עילית,16,"21","רבי עקיבא,29 ",גני מורשת-בנות, , ,"630"
"2093","12",רמלה-לוד,"3797",מודיעין עילית,17,"8","רבי שמעון בר יוחאי,21 ",גני ילדים עץ הדעת,כ,כ,"574"
"2094","12",רמלה-לוד,"3797",מודיעין עילית,19,"21","רבי עקיבא,29 ",גני מורשת-בנות, , ,"587"
"2095","12",רמלה-לוד,"3797",מודיעין עילית,24,"25","זכרון שמואל,3 ",גני ילדים,כ,כ,"541"
"2096","12",רמלה-לוד,"3797",מודיעין עילית,28,"24","נתיבות המשפט,111 ",סמינר בית יעקב, , ,"650"
"2097","12",רמלה-לוד,"3797",מודיעין עילית,30,"8","רבי שמעון בר יוחאי,21 ",גני ילדים עץ הדעת,כ,כ,"678"
"2098","12",רמלה-לוד,"3797",מודיעין עילית,31,"24","נתיבות המשפט,111 ",סמינר בית יעקב,כ, ,"574"
"2099","12",רמלה-לוד,"3797",מודיעין עילית,32,"25","זכרון שמואל,3 ",גני ילדים, , ,"636"
"2100","12",רמלה-לוד,"3797",מודיעין עילית,36,"8","רבי שמעון בר יוחאי,21 ",גני ילדים עץ הדעת, , ,"692"
"2101","12",רמלה-לוד,"3797",מודיעין עילית,38,"24","נתיבות המשפט,111 ",סמינר בית יעקב,כ,כ,"563"
"2102","12",רמלה-לוד,"3797",מודיעין עילית,40,"24","נתיבות המשפט,111 ",סמינר בית יעקב,כ, ,"600"
"2103","12",רמלה-לוד,"3797",מודיעין עילית,41.1,"6","מרומי שדה,8 ",גן ילדים מרומי שדה, , ,"689"
"2104","12",רמלה-לוד,"3797",מודיעין עילית,41.2,"6","מרומי שדה,8 ",גן ילדים מרומי שדה, , ,"689"
"2105","12",רמלה-לוד,"3797",מודיעין עילית,42,"24","נתיבות המשפט,111 ",סמינר בית יעקב, , ,"564"
"2106","12",רמלה-לוד,"3797",מודיעין עילית,47,"24","נתיבות המשפט,111 ",סמינר בית יעקב, , ,"565"
"2107","12",רמלה-לוד,"3797",מודיעין עילית,48,"21","רבי עקיבא,29 ",גני מורשת-בנות, , ,"604"
"2108","12",רמלה-לוד,"3797",מודיעין עילית,51,"11","קצות החושן,7 ",גני פיס, , ,"555"
"2109","12",רמלה-לוד,"3797",מודיעין עילית,54,"20","רבי יהודה הנשיא,24ב",מעלות בת-שבע, , ,"520"
"2110","12",רמלה-לוד,"3797",מודיעין עילית,55.1,"17","מסילת יוסף,48ב",גני ילדים, , ,"683"
"2111","12",רמלה-לוד,"3797",מודיעין עילית,55.2,"17","מסילת יוסף,48ב",גני ילדים, , ,"682"
"2112","12",רמלה-לוד,"1200",מודיעין-מכבים-רעות,43.1,"16","דן,20 ",גן אמיר, , ,"390"
"2113","12",רמלה-לוד,"1200",מודיעין-מכבים-רעות,43.2,"16","דן,20 ",גן אמיר, , ,"389"
"2114","12",רמלה-לוד,"757",מצליח,1,"1",מצליח,מועדון מצליח,כ,כ,"514"
"2115","12",רמלה-לוד,"757",מצליח,2,"1",מצליח,מועדון מצליח,כ, ,"444"
"2116","12",רמלה-לוד,"670",משמר איילון,1,"2",משמר איילון,מועדון המחלבה החדש,כ,כ,"404"
"2117","12",רמלה-לוד,"563",משמר דוד,1.1,"2",משמר דוד,צהרון (מועדונית לשעבר),כ,כ,"368"
"2118","12",רמלה-לוד,"563",משמר דוד,1.2,"2",משמר דוד,צהרון (מועדונית לשעבר), , ,"367"
"2119","12",רמלה-לוד,"729",משמר השבעה,1.1,"1",משמר השבעה,מועדון תרבות,כ,כ,"358"
"2120","12",רמלה-לוד,"729",משמר השבעה,1.2,"1",משמר השבעה,מועדון תרבות, , ,"358"
"2121","12",רמלה-לוד,"3648",מתתיהו,1,"1",מתתיהו,חדר נוער, , ,"521"
"2122","12",רמלה-לוד,"1333",נוף איילון,1,"2","מוריה,16 ",מתנס שלב ב,כ,כ,"628"
"2123","12",רמלה-לוד,"1333",נוף איילון,2,"1",נוף איילון,מזכירות, , ,"551"
"2124","12",רמלה-לוד,"1333",נוף איילון,3,"1",נוף איילון,מזכירות, , ,"503"
"2125","12",רמלה-לוד,"331",ניר צבי,1,"3",ניר צבי,מועדון ויצו,כ,כ,"415"
"2126","12",רמלה-לוד,"331",ניר צבי,2,"2",ניר צבי,גן ערבה, , ,"478"
"2127","12",רמלה-לוד,"3787",נעלה,2.1,"1",נעלה,מזכירות נעלה,כ,כ,"546"
"2128","12",רמלה-לוד,"3787",נעלה,2.2,"1",נעלה,מזכירות נעלה, , ,"546"
"2129","12",רמלה-לוד,"3787",נעלה,2.3,"1",נעלה,מזכירות נעלה, , ,"545"
"2130","12",רמלה-לוד,"158",נען,1,"2",נען,מועדון לחבר, , ,"693"
"2131","12",רמלה-לוד,"158",נען,2,"2",נען,מועדון לחבר, , ,"658"
"2132","12",רמלה-לוד,"435",נצר סרני,1,"1",נצר סרני,חדר אסיפות,כ,כ,"661"
"2133","12",רמלה-לוד,"610",סתריה,1,"1",סתריה,בית יובל, , ,"435"
"2134","12",רמלה-לוד,"610",סתריה,2,"1",סתריה,בית יובל, , ,"365"
"2135","12",רמלה-לוד,"711",עזריה,1,"2",עזריה,גן שקדיה,כ,כ,"417"
"2136","12",רמלה-לוד,"711",עזריה,2,"3",עזריה,גן זית,כ,כ,"392"
"2137","12",רמלה-לוד,"838",פדיה,1,"1",פדיה,מועדון,כ,כ,"612"
"2138","12",רמלה-לוד,"594",צפריה,1,"1",צפריה,מועדון,כ,כ,"553"
"2139","12",רמלה-לוד,"735",רמות מאיר,1,"1",רמות מאיר,מועדון,כ,כ,"553"
"2140","12",רמלה-לוד,"8500",רמלה,5.1,"10","חיים אשר,12 ",מרכז מחוננים מבנה א',כ,כ,"671"
"2141","12",רמלה-לוד,"8500",רמלה,5.2,"10","חיים אשר,12 ",מרכז מחוננים מבנה א',כ, ,"671"
"2142","12",רמלה-לוד,"8500",רמלה,5.3,"10","חיים אשר,12 ",מרכז מחוננים מבנה א',כ, ,"671"
"2143","12",רמלה-לוד,"8500",רמלה,5.4,"10","חיים אשר,12 ",מרכז מחוננים מבנה א',כ, ,"668"
"2144","12",רמלה-לוד,"8500",רמלה,10.1,"28","מבצע קדש,1 ",בית ווקר,כ,כ,"553"
"2145","12",רמלה-לוד,"8500",רמלה,10.2,"28","מבצע קדש,1 ",בית ווקר,כ, ,"553"
"2146","12",רמלה-לוד,"8500",רמלה,10.3,"28","מבצע קדש,1 ",בית ווקר,כ, ,"553"
"2147","12",רמלה-לוד,"8500",רמלה,19.1,"31","הלל אברהם,6 ",מתחם הידידות א,כ,כ,"700"
"2148","12",רמלה-לוד,"8500",רמלה,19.2,"31","הלל אברהם,6 ",מתחם הידידות א,כ, ,"700"
"2149","12",רמלה-לוד,"8500",רמלה,19.3,"31","הלל אברהם,6 ",מתחם הידידות א, , ,"700"
"2150","12",רמלה-לוד,"8500",רמלה,37,"33","רזיאל דוד,24 ",תיכון דתי - עתיד איתן (לשעבר),כ,כ,"535"
"2151","12",רמלה-לוד,"8500",רמלה,45,"30","חיטמן עוזי,31 ",קריית האומנים,כ,כ,"637"
"2152","12",רמלה-לוד,"8500",רמלה,46,"30","חיטמן עוזי,31 ",קריית האומנים,כ, ,"648"
"2153","12",רמלה-לוד,"8500",רמלה,52.1,"38",ג'וואריש,גני ילדים כלנית רקפת, , ,"381"
"2154","12",רמלה-לוד,"8500",רמלה,52.2,"38",ג'וואריש,גני ילדים כלנית רקפת, , ,"380"
"2155","12",רמלה-לוד,"8500",רמלה,76.1,"29","הזית,4 ",מכללה אזורית רמלה (קמפוס), , ,"660"
"2156","12",רמלה-לוד,"8500",רמלה,76.2,"29","הזית,4 ",מכללה אזורית רמלה (קמפוס), , ,"660"
"2157","12",רמלה-לוד,"8500",רמלה,76.3,"29","הזית,4 ",מכללה אזורית רמלה (קמפוס), , ,"660"
"2158","12",רמלה-לוד,"8500",רמלה,76.4,"29","הזית,4 ",מכללה אזורית רמלה (קמפוס), , ,"660"
"2159","12",רמלה-לוד,"8500",רמלה,80.1,"40","חיים אשר,12 ",מרכז מחוננים מבנה ב', , ,"361"
"2160","12",רמלה-לוד,"8500",רמלה,80.2,"40","חיים אשר,12 ",מרכז מחוננים מבנה ב', , ,"360"
"2161","12",רמלה-לוד,"8500",רמלה,85,"30","חיטמן עוזי,31 ",קריית האומנים, , ,"689"
"2162","12",רמלה-לוד,"8500",רמלה,91,"30","חיטמן עוזי,31 ",קריית האומנים, , ,"642"
"2163","12",רמלה-לוד,"1304",שוהם,4,"3","החושן,2 ",תיכון שוהם, , ,"539"
"2164","12",רמלה-לוד,"1304",שוהם,5,"8","כרמל,6 ",כותר פיס,כ, ,"546"
"2165","12",רמלה-לוד,"1304",שוהם,8,"3","החושן,2 ",תיכון שוהם, , ,"551"
"2166","12",רמלה-לוד,"1304",שוהם,15,"10","תפן,2 ",בית הגמלאי,כ,כ,"662"
"2167","12",רמלה-לוד,"1304",שוהם,18,"8","כרמל,6 ",כותר פיס,כ,כ,"597"
"2168","12",רמלה-לוד,"1304",שוהם,24,"3","החושן,2 ",תיכון שוהם, , ,"538"
"2169","12",רמלה-לוד,"1165",שילת,1,"1",שילת,חדר זכרון ליד מועדון הנוער,כ,כ,"529"
"2170","12",רמלה-לוד,"856",שעלבים,1,"1",שעלבים,בית ספר שלהבת בנות,כ,כ,"483"
"2171","12",רמלה-לוד,"856",שעלבים,2,"1",שעלבים,בית ספר שלהבת בנות, , ,"341"
