fid,סמל ועדה,שם ועדה,סמל ישוב בחירות,שם ישוב בחירות,סמל קלפי,סמל רכוז,כתובת קלפי,מקום קלפי,נגישה,נגישה מיוחדת,בוחרי כנסת בפועל
"1313","8",קריות,"2500",נשר,11,"21","עמוס,26א",גן ילדים רימון, , ,"376"
"1314","8",קריות,"2500",נשר,13,"11","עמוס,26 ",גן ילדים שלהבת, , ,"421"
"1315","8",קריות,"2500",נשר,14,"22","המתמיד,12 ",מועדון קשישים,כ,כ,"575"
"1316","8",קריות,"2500",נשר,16,"28","התשבי,30 ",בית יהושע - בית ספר, , ,"636"
"1317","8",קריות,"2500",נשר,22.1,"32","החצב,1 ",מועדון אדמס מול החצב 41, , ,"678"
"1318","8",קריות,"2500",נשר,28.1,"4","הלוטם,6 ",גן ילדים הלוטם, , ,"689"
"1319","8",קריות,"2500",נשר,28.2,"18","הלוטם,6 ",גן ילדים אופירה, , ,"688"
"1320","8",קריות,"2500",נשר,31,"34","השיטה,19 ",אשכול הפיס,כ,כ,"495"
"1321","8",קריות,"2500",נשר,32,"26","יעל,20 ",גן האשל,כ,כ,"504"
"1322","8",קריות,"2500",נשר,33,"33","האלון,23 ",גן הערבה, , ,"617"
"1323","8",קריות,"2500",נשר,37,"34","השיטה,19 ",אשכול הפיס,כ, ,"691"
"1324","8",קריות,"534",עספיא,3.1,"4",עספיא,בית ספר יסודי ג,כ,כ,"700"
"1325","8",קריות,"534",עספיא,3.2,"4",עספיא,בית ספר יסודי ג,כ, ,"699"
"1326","8",קריות,"534",עספיא,6.1,"6",עספיא,לשכת הרווחה (חדש),כ,כ,"379"
"1327","8",קריות,"534",עספיא,6.2,"6",עספיא,לשכת הרווחה (חדש), , ,"378"
"1328","8",קריות,"6800",קרית אתא,5,"50","בן יוסף אהרון,1 ",מקלט ציבורי- מס' 128, , ,"594"
"1329","8",קריות,"6800",קרית אתא,6,"84","מימון,3 ",גן שיטה,כ,כ,"533"
"1330","8",קריות,"6800",קרית אתא,9,"83","מימון,3 ",גן ורד, , ,"610"
"1331","8",קריות,"6800",קרית אתא,10,"11","עזאר שמואל,18 ",שירות פסיכולוגי (לוחמי הגטאות),כ,כ,"434"
"1332","8",קריות,"6800",קרית אתא,11.2,"32","שד בורוכוב,34 ",בית יד לבנים, , ,"364"
"1333","8",קריות,"6800",קרית אתא,12,"11","עזאר שמואל,18 ",שירות פסיכולוגי (לוחמי הגטאות), , ,"603"
"1334","8",קריות,"6800",קרית אתא,13,"13","זמנהוף,1 ",מקלט עילי, , ,"635"
"1335","8",קריות,"6800",קרית אתא,14,"85","שדה בוקר,32 ",גן חוכמה,כ,כ,"582"
"1336","8",קריות,"6800",קרית אתא,18,"57","טביב אברהם,14 ",גן ילדים קשת,כ,כ,"611"
"1337","8",קריות,"6800",קרית אתא,19,"17","רופין,30 ",גן ילדים מרום, , ,"437"
"1338","8",קריות,"6800",קרית אתא,20,"7","רופין,7 ",גן ילדים רקפת, , ,"596"
"1339","8",קריות,"6800",קרית אתא,23,"5","המיסדים,9 ",מוזיאון בית פישר,כ, ,"652"
"1340","8",קריות,"6800",קרית אתא,24,"79","שד הציונות,75 ",גן דוכיפת, , ,"691"
"1341","8",קריות,"6800",קרית אתא,25,"82","פינסקר,31 ",גן ערבה, , ,"656"
"1342","8",קריות,"6800",קרית אתא,28,"14","פינסקר,11 ",תחנה לבריאות המשפחה,כ,כ,"547"
"1343","8",קריות,"6800",קרית אתא,32,"67","שיבת ציון,19 ",גן ברוש, , ,"478"
"1344","8",קריות,"6800",קרית אתא,33.1,"25","קלאוזנר,5 ",מרכז פיס קרית בנימין,כ,כ,"504"
"1345","8",קריות,"6800",קרית אתא,33.2,"25","קלאוזנר,5 ",מרכז פיס קרית בנימין,כ, ,"504"
"1346","8",קריות,"6800",קרית אתא,33.3,"81","קלאוזנר,5 ",גן ענבל, , ,"503"
"1347","8",קריות,"6800",קרית אתא,36.1,"19","מורדי הגטאות,24 ",מועדון נוער,כ,כ,"564"
"1348","8",קריות,"6800",קרית אתא,36.2,"19","מורדי הגטאות,24 ",מועדון נוער, , ,"564"
"1349","8",קריות,"6800",קרית אתא,36.3,"19","מורדי הגטאות,24 ",מועדון נוער, , ,"564"
"1350","8",קריות,"6800",קרית אתא,36.4,"19","מורדי הגטאות,24 ",מועדון נוער, , ,"561"
"1351","8",קריות,"6800",קרית אתא,38,"75","קלאוזנר,3 ",גן בנימין,כ,כ,"541"
"1352","8",קריות,"6800",קרית אתא,39,"49","שד בית וגן,7 ",גן ילדים הדס,כ,כ,"688"
"1353","8",קריות,"6800",קרית אתא,42,"66","שיבת ציון,19 ",גן צליל,כ,כ,"553"
"1354","8",קריות,"6800",קרית אתא,44,"88","בעל שם טוב,2 ",גן איילת, , ,"692"
"1355","8",קריות,"6800",קרית אתא,45.1,"69","שד בית וגן,7 ",גן ילדים דקל,כ,כ,"644"
"1356","8",קריות,"6800",קרית אתא,45.2,"73","שד בית וגן,7 ",גן פקאן, , ,"643"
"1357","8",קריות,"6800",קרית אתא,46,"51","שד כצנלסון,40 ",גן ילדים ארז, , ,"699"
"1358","8",קריות,"6800",קרית אתא,49,"76","שבטי ישראל,6 ",גן כלניות, , ,"560"
"1359","8",קריות,"6800",קרית אתא,51,"65","טביב אברהם,14 ",גן שיר,כ,כ,"503"
"1360","8",קריות,"6800",קרית אתא,52,"11","עזאר שמואל,18 ",שירות פסיכולוגי (לוחמי הגטאות), , ,"511"
"1361","8",קריות,"6800",קרית אתא,53,"77","מקור ברוך,13 ",גן צבר, , ,"671"
"1362","8",קריות,"6800",קרית אתא,61,"72","רמז,14 ",גן מרגניות, , ,"669"
"1363","8",קריות,"6800",קרית אתא,62,"39","בעל שם טוב,2 ",גן ילדים סיגליות, , ,"578"
"1364","8",קריות,"6800",קרית אתא,66,"53","האלה,35 ",גן ילדים אלמוגן,כ,כ,"653"
"1365","8",קריות,"6800",קרית אתא,67,"55","האלה,35 ",גן ילדים אלה,כ,כ,"494"
"1366","8",קריות,"6800",קרית אתא,69,"68","האלה,6 ",מועדון נוער גבעת רם,כ,כ,"578"
"1367","8",קריות,"6800",קרית אתא,72,"5","המיסדים,9 ",מוזיאון בית פישר,כ,כ,"597"
"1368","8",קריות,"6800",קרית אתא,76,"71","פינסקר,31 ",גן ניצן, , ,"616"
"1369","8",קריות,"6800",קרית אתא,78,"79","שד הציונות,75 ",גן דוכיפת,כ,כ,"559"
"1370","8",קריות,"6800",קרית אתא,79,"78","עבודה,5 ",גן ציפורן, , ,"621"
"1371","8",קריות,"9500",קרית ביאליק,4,"21","דן,2 ",מועדון תרבות דן,כ, ,"641"
"1372","8",קריות,"9500",קרית ביאליק,8.1,"7","אפרים,28 ",בית יד לבנים,כ,כ,"536"
"1373","8",קריות,"9500",קרית ביאליק,8.2,"7","אפרים,28 ",בית יד לבנים, , ,"536"
"1374","8",קריות,"9500",קרית ביאליק,8.3,"7","אפרים,28 ",בית יד לבנים, , ,"536"
"1375","8",קריות,"9500",קרית ביאליק,14,"10","העליה,4 ",מרכז קהילתי צור שלום,כ, ,"541"
"1376","8",קריות,"9500",קרית ביאליק,17,"21","דן,2 ",מועדון תרבות דן,כ,כ,"668"
"1377","8",קריות,"9500",קרית ביאליק,21,"10","העליה,4 ",מרכז קהילתי צור שלום,כ, ,"569"
"1378","8",קריות,"9500",קרית ביאליק,49,"10","העליה,4 ",מרכז קהילתי צור שלום,כ, ,"518"
"1379","8",קריות,"9500",קרית ביאליק,50,"10","העליה,4 ",מרכז קהילתי צור שלום,כ,כ,"383"
"1380","8",קריות,"2300",קרית טבעון,2.1,"5","המרגניות,3 ",מועדון נרקיס, , ,"366"
"1381","8",קריות,"2300",קרית טבעון,2.2,"5","המרגניות,3 ",מועדון נרקיס, , ,"366"
"1382","8",קריות,"2300",קרית טבעון,4,"8",יסמין,מועדון ניצנים, , ,"501"
"1383","8",קריות,"2300",קרית טבעון,10.1,"3","כצנלסון,1 ",אורט גרינברג,כ,כ,"609"
"1384","8",קריות,"2300",קרית טבעון,10.2,"3","כצנלסון,1 ",אורט גרינברג,כ, ,"609"
"1385","8",קריות,"2300",קרית טבעון,10.3,"3","כצנלסון,1 ",אורט גרינברג,כ, ,"609"
"1386","8",קריות,"2300",קרית טבעון,10.4,"3","כצנלסון,1 ",אורט גרינברג, , ,"607"
"1387","8",קריות,"2300",קרית טבעון,17.1,"13",התשבי,גן הבונים, , ,"423"
"1388","8",קריות,"2300",קרית טבעון,17.2,"18","התשבי,12 ",גן אלרועי, , ,"422"
"1389","8",קריות,"2300",קרית טבעון,19,"8",יסמין,מועדון ניצנים, , ,"365"
"1390","8",קריות,"2300",קרית טבעון,21.1,"12","סולד הנריאטה,2 ",מרכז קהילתי - קרית חרושת,כ,כ,"482"
"1391","8",קריות,"2300",קרית טבעון,21.2,"12","סולד הנריאטה,2 ",מרכז קהילתי - קרית חרושת, , ,"482"
"1392","8",קריות,"2300",קרית טבעון,21.3,"19","סולד הנריאטה,10 ",גן צבעוני, , ,"482"
"1393","8",קריות,"9600",קרית ים,2,"40","ישעיהו ישראל,4 ",גן שושן, , ,"667"
"1394","8",קריות,"9600",קרית ים,26,"29","שד ירושלים,71 ",גן ילדים יסמין, , ,"642"
"1395","8",קריות,"9600",קרית ים,32,"6","שד ירושלים,71 ",גן ילדים חצב, , ,"568"
"1396","8",קריות,"9600",קרית ים,35,"30","שד ירושלים,89 ",קונסבטוריון העירוני למוסיקה, , ,"502"
"1397","8",קריות,"9600",קרית ים,37,"30","שד ירושלים,89 ",קונסבטוריון העירוני למוסיקה, , ,"534"
"1398","8",קריות,"9600",קרית ים,38,"39","בליטי מאיר,8 ",גן ציפורן, , ,"619"
"1399","8",קריות,"9600",קרית ים,41,"41","שד ביאליק,23 ",גן רימון, , ,"634"
"1400","8",קריות,"9600",קרית ים,54,"42","חבצלת,3 ",גני ילדים נרקיס וחבצלת,כ,כ,"508"
"1401","8",קריות,"9600",קרית ים,64,"42","חבצלת,3 ",גני ילדים נרקיס וחבצלת,כ, ,"497"
"1402","8",קריות,"9600",קרית ים,950,"36","ארזים,7ב",גן ילדים אורון,כ,כ,"567"
"1403","8",קריות,"8200",קרית מוצקין,2,"16","הרב קוק,102 ",גן ילדים רחל המשוררת, , ,"418"
"1404","8",קריות,"8200",קרית מוצקין,12,"21","שד גושן משה,62 ",מתנס גושן - גמלאים ונהנים,כ,כ,"572"
"1405","8",קריות,"8200",קרית מוצקין,18,"21","שד גושן משה,62 ",מתנס גושן - גמלאים ונהנים,כ, ,"616"
"1406","8",קריות,"8200",קרית מוצקין,22.1,"1","יוספטל,25 ",אולפנה סגולה,כ,כ,"608"
"1407","8",קריות,"8200",קרית מוצקין,22.2,"1","יוספטל,25 ",אולפנה סגולה,כ, ,"608"
"1408","8",קריות,"8200",קרית מוצקין,22.3,"1","יוספטל,25 ",אולפנה סגולה,כ, ,"608"
"1409","8",קריות,"8200",קרית מוצקין,22.4,"1","יוספטל,25 ",אולפנה סגולה, , ,"608"
"1410","8",קריות,"8200",קרית מוצקין,22.5,"1","יוספטל,25 ",אולפנה סגולה, , ,"605"
"1411","8",קריות,"8200",קרית מוצקין,29.1,"6","דקר,4 ",בית ספר בן גוריון,כ,כ,"644"
"1412","8",קריות,"8200",קרית מוצקין,29.2,"6","דקר,4 ",בית ספר בן גוריון,כ, ,"644"
"1413","8",קריות,"8200",קרית מוצקין,29.3,"6","דקר,4 ",בית ספר בן גוריון, , ,"644"
"1414","8",קריות,"8200",קרית מוצקין,29.4,"6","דקר,4 ",בית ספר בן גוריון, , ,"644"
"1415","8",קריות,"8200",קרית מוצקין,29.5,"6","דקר,4 ",בית ספר בן גוריון, , ,"641"
"1416","8",קריות,"8200",קרית מוצקין,41,"22","מנור אהוד,7 ",גן משאלה,כ,כ,"593"
"1417","8",קריות,"8200",קרית מוצקין,45,"22","מנור אהוד,7 ",גן משאלה,כ, ,"662"
"1418","8",קריות,"8200",קרית מוצקין,51,"15","אלון יגאל,4 ",קונסרבטריון למוסיקה,כ, ,"652"
"1419","8",קריות,"8200",קרית מוצקין,52,"15","אלון יגאל,4 ",קונסרבטריון למוסיקה,כ,כ,"480"
"1420","8",קריות,"8200",קרית מוצקין,53,"15","אלון יגאל,4 ",קונסרבטריון למוסיקה,כ, ,"612"
"1421","8",קריות,"8200",קרית מוצקין,62,"12","דרך עכו,257 ",מועדון פיס לגיל הזהב,כ, ,"612"
"1422","8",קריות,"8200",קרית מוצקין,65.3,"25","קדיש לוז,55 ",גן חרצית, , ,"473"
"1423","8",קריות,"8200",קרית מוצקין,67.1,"20","קדיש לוז,56 ",גן ילדים סביון - הדס, , ,"614"
"1424","8",קריות,"8200",קרית מוצקין,67.2,"20","קדיש לוז,56 ",גן ילדים סביון - הדס, , ,"614"
"1425","8",קריות,"8200",קרית מוצקין,68,"12","דרך עכו,257 ",מועדון פיס לגיל הזהב,כ,כ,"506"
"1426","8",קריות,"922",רכסים,1,"5",בני תורה,מרכז למידה חדש, , ,"643"
"1427","8",קריות,"922",רכסים,2,"6","האורנים,2 ",גן ילדים רוממות (ברוש), , ,"582"
"1428","8",קריות,"922",רכסים,3,"4","הרב קוק,4 ",מועדון פיס לקשיש,כ,כ,"659"
"1429","8",קריות,"922",רכסים,4,"3","חרצית,1 ",גן ילדים תדהר, , ,"658"
"1430","8",קריות,"922",רכסים,5.1,"11","החזון איש,2 ",תיכון בית יעקב,כ,כ,"648"
"1431","8",קריות,"922",רכסים,5.2,"11","החזון איש,2 ",תיכון בית יעקב, , ,"647"
"1432","8",קריות,"922",רכסים,6,"10","סמ הורדים,6 ",מועדון פיס אל המעין, , ,"757"
"1433","8",קריות,"922",רכסים,8,"7","דקל,35 ",גן ילדים פאר, , ,"544"
"1434","8",קריות,"922",רכסים,9,"8","דקל,35 ",גן ילדים פדות, , ,"552"
"1435","8",קריות,"922",רכסים,10,"12","האלונים,34 ",ספריה ציבורית, , ,"550"
"1436","8",קריות,"178",רמת יוחנן,1,"1",רמת יוחנן,הספריה שבבית המוסדות המרכזי,כ,כ,"461"
"1437","8",קריות,"178",רמת יוחנן,2,"1",רמת יוחנן,הספריה שבבית המוסדות המרכזי, , ,"401"
"1438","8",קריות,"237",שער העמקים,1,"1",שער העמקים,מועדון לחבר,כ,כ,"562"
"1439","9",חדרה,"679",אביאל,1,"1",אביאל,אולם מופת-מועדון פיס,כ,כ,"547"
"1440","9",חדרה,"2710",אום אל-פחם,11,"9",אלח'יאם,בית ספר אל כיאם, , ,"687"
"1441","9",חדרה,"2710",אום אל-פחם,31,"21",שכ עין ג'ראר,מועדון פיס, , ,"632"
"1442","9",חדרה,"2710",אום אל-פחם,37,"32",אל-ראזי,תיכון אלרזי,כ,כ,"618"
"1443","9",חדרה,"2710",אום אל-פחם,44.1,"28",שכ אלעיון,אשכול פייס,כ,כ,"686"
"1444","9",חדרה,"2710",אום אל-פחם,44.2,"28",שכ אלעיון,אשכול פייס, , ,"686"
"1445","9",חדרה,"2710",אום אל-פחם,44.3,"28",שכ אלעיון,אשכול פייס, , ,"686"
"1446","9",חדרה,"2710",אום אל-פחם,44.4,"28",שכ אלעיון,אשכול פייס, , ,"685"
"1447","9",חדרה,"2710",אום אל-פחם,52,"33",שכ ע'רבי,תיכון חדיג'ה, , ,"621"
"1448","9",חדרה,"2710",אום אל-פחם,57,"33",שכ ע'רבי,תיכון חדיג'ה, , ,"609"
"1449","9",חדרה,"2024",אום אל-קוטוף,1.1,"1",אום אל-קוטוף,מועדון תרבות,כ,כ,"392"
"1450","9",חדרה,"2024",אום אל-קוטוף,1.2,"1",אום אל-קוטוף,מועדון תרבות, , ,"392"
"1451","9",חדרה,"1020",אור עקיבא,4.1,"5",הנביאים,מרכז יום לקשיש,כ,כ,"381"
"1452","9",חדרה,"1020",אור עקיבא,4.2,"5",הנביאים,מרכז יום לקשיש, , ,"380"
"1453","9",חדרה,"1020",אור עקיבא,5,"9",ויסנברג יחיאל,בית ספר עציון,כ, ,"555"
"1454","9",חדרה,"1020",אור עקיבא,7,"9",ויסנברג יחיאל,בית ספר עציון,כ,כ,"460"
"1455","9",חדרה,"1020",אור עקיבא,8,"16","ציוני מנחם,8 ",מרכז הנוער ציוני מנחם, , ,"593"
"1456","9",חדרה,"1020",אור עקיבא,9,"12","ציוני מנחם,8 ",מרכז פיס ספורט קהילתי, , ,"539"
"1457","9",חדרה,"1020",אור עקיבא,10,"12","ציוני מנחם,8 ",מרכז פיס ספורט קהילתי, , ,"630"
"1458","9",חדרה,"1020",אור עקיבא,11,"16","ציוני מנחם,8 ",מרכז הנוער ציוני מנחם, , ,"522"
"1459","9",חדרה,"1316",אל-עריאן,1,"3","אל-עריאן,1 ",מועדון אל עריאן,כ,כ,"131"
"1460","9",חדרה,"868",אלוני יצחק,1,"2",אלוני יצחק,חדר ישיבות במשרדים,כ,כ,"125"
"1461","9",חדרה,"6000",באקה אל-גרביה,16,"11",באקה אל-גרביה,אולם תפוח פיס,כ,כ,"678"
"1462","9",חדרה,"317",בית אורן,1,"1",בית אורן,מועדון חברים,כ,כ,"358"
"1463","9",חדרה,"800",בית חנניה,1,"1",דרך הכרמל,מזכירות, , ,"628"
"1464","9",חדרה,"212",בית צבי,1,"1","בית צבי,1 ",חדר מורים, , ,"65"
"1465","9",חדרה,"9800",בנימינה-גבעת עדה,101,"104","הניצנים,17 ",בית ספר גבע, , ,"676"
"1466","9",חדרה,"9800",בנימינה-גבעת עדה,102,"102","הדקל,15 ",בית דורון,כ,כ,"540"
"1467","9",חדרה,"9800",בנימינה-גבעת עדה,103,"104","הניצנים,17 ",בית ספר גבע, , ,"676"
"1468","9",חדרה,"9800",בנימינה-גבעת עדה,104,"104","הניצנים,17 ",בית ספר גבע, , ,"595"
"1469","9",חדרה,"9800",בנימינה-גבעת עדה,105,"105",הדקל,ספריה ציבורית, , ,"615"
"1470","9",חדרה,"617",ברקאי,1,"1",ברקאי,מועדון - לחבר,כ,כ,"535"
"1471","9",חדרה,"33",בת שלמה,1,"1",בת שלמה,מועדון (מול הצרכניה), , ,"439"
"1472","9",חדרה,"541",ג'סר א-זרקא,10.1,"6",ג'סר א-זרקא,חטיבת ביניים ג'סר א-זרקא,כ,כ,"492"
"1473","9",חדרה,"541",ג'סר א-זרקא,10.2,"6",ג'סר א-זרקא,חטיבת ביניים ג'סר א-זרקא,כ, ,"492"
"1474","9",חדרה,"541",ג'סר א-זרקא,10.3,"6",ג'סר א-זרקא,חטיבת ביניים ג'סר א-זרקא, , ,"492"
"1475","9",חדרה,"541",ג'סר א-זרקא,13.1,"4",ג'סר א-זרקא,בית ספר יסודי ד',כ,כ,"545"
"1476","9",חדרה,"541",ג'סר א-זרקא,13.2,"4",ג'סר א-זרקא,בית ספר יסודי ד',כ, ,"545"
"1477","9",חדרה,"541",ג'סר א-זרקא,13.3,"4",ג'סר א-זרקא,בית ספר יסודי ד', , ,"545"
"1478","9",חדרה,"541",ג'סר א-זרקא,13.4,"4",ג'סר א-זרקא,בית ספר יסודי ד', , ,"544"
"1479","9",חדרה,"628",ג'ת,1,"1",ג'ת,תיכון ג'ת,כ,כ,"644"
"1480","9",חדרה,"628",ג'ת,6.1,"5",ג'ת,חטיבת בינים אג'אל,כ,כ,"663"
"1481","9",חדרה,"628",ג'ת,6.2,"5",ג'ת,חטיבת בינים אג'אל,כ, ,"663"
